text,lemmas,ngrams,named_ents,sentiment
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .","['real', 'raise', 'fair', 'value', 'share', 'large', 'nordic', 'forestry', 'group']","['fair_value', 'nordic_forestry', 'nordic_forestry_group']",['STORA_ENSO/PERSON'],positive
Reported operating margin was a negative 5.9 % .,"['report', 'operating', 'margin', 'negative']","['report_operating', 'report_operating_margin']",[],negative
Viking Line has canceled some services .,"['cancel', 'service']",[],[],negative
Net sales have been eaten by the weak US dollar .,"['net', 'sale', 'eat', 'weak', 'dollar']",['net_sale'],['US/GPE'],negative
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,"['operate', 'profit', 'decrease']",['operate_profit'],[],negative
"Finnish steel maker Rautaruukki Oyj ( HEL RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .","['finnish', 'steel', 'maker', 'say', 'today', 'net', 'loss', 'contract', 'm', 'month', 'period', 'year', 'ago']","['finnish_steel', 'finnish_steel_maker', 'say_today', 'net_loss', 'same_period']",[],positive
"This truly takes efficiency to new heights , '' Mr. Metso adds .","['truly', 'take', 'efficiency', 'new', 'height', 'add']","['take_efficiency', 'new_height']",['Metso/PERSON'],positive
"Operating loss of the Pulp Paper Machinery unit was over EUR 3mn in September 2007 August 2008 , compared to a profit of EUR 3.7 mn a year earlier .","['operate', 'loss', 'unit', '3mn', 'compare', 'profit', 'year', 'early']",['operate_loss'],[],negative
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","['financial', 'report', 'publish', 'say', 'net', 'profit', 'soar', 'year', 'early', 'propose', 'dividend', 'increase', 'share']","['financial_report', 'net_profit']",[],positive
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","['estimate', 'total', 'net', 'sale', 'continue', 'grow', 'favourable', 'trend', 'net', 'sale', 'lead', 'profit']","['net_sale', 'favourable_trend', 'net_sale']",['Biohit/GPE'],positive
"Kiosk and cinema operations have suffered , in particular .","['kiosk', 'cinema', 'operation', 'suffer', 'particular']",[],[],negative
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .","['operate', 'profit', 'month', 'period', 'decrease', 'm', 'net', 'sale', 'increase', 'm', 'compare', 'financial', 'year']","['operate_profit', 'net_sale', 'financial_year']",[],negative
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .","['accord', 'study', 'period', 'week', 'week', 'market', 'leader', 'soft', 'drink']",['soft_drink'],['Finland/GPE'],positive
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .","['register', 'investment', 'fund', 'win', 'final', 'approval', 'acquire', 'percent', 'country', 'large', 'pharmaceutical', 'producer']","['register_investment', 'register_investment_fund', 'final_approval', 'pharmaceutical_producer']","['Luxembourg/GPE', 'Lithuania/GPE']",positive
"MADISON , Wis. , Feb. 6 PRNewswire Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .","['announce', 'grant', 'trademark', 'registration', 'color', 'orange', 'iconic', 'scissor', 'handle']","['iconic_scissor', 'iconic_scissor_handle']","['MADISON/GPE', 'Wis./GPE', 'United_States_Patent_and_Trademark_Office/GPE']",positive
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,"['say', 'win', 'order', 'worth', 'mln', 'eur', 'supply', 'plywood', 'production', 'line', 'mill', 'operate', 'russian', 'wood', 'product', 'company']","['several_plywood', 'several_plywood_production', 'several_plywood_production_line', 'russian_wood', 'russian_wood_product', 'russian_wood_product_company']",[],positive
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .","['consolidated', 'earning', 'tax', 'total', 'm', 'compare', 'm', 'net', 'profit', 'm', 'compare', 'm', 'previous', 'year']","['consolidated_earning', 'net_profit', 'previous_year']",[],positive
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX RTRKS ) .,"['stock', 'hit', 'profit', 'warning', 'finnish', 'rival']",['finnish_rival'],[],negative
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .","['company', 'intensify', 'smelter', 'operation', 'increase', 'annual', 'production', 'capacity', 'tonne', 'copper']","['annual_production', 'annual_production_capacity']",[],positive
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'eur1149', 'm', 'compare', 'corresponding', 'period']","['operate_profit', 'corresponding_period']",['eur1149/PERSON'],positive
"Operating profit decreased to nearly EUR 1.7 mn , however .","['operate', 'profit', 'decrease', 'nearly']",['operate_profit'],[],negative
"( ADPnews ) Oct 21 , 2009 Finland-based IT consultancy Tieto Oyj ( HEL TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o","['base', 'consultancy', 'say', 'today', 'net', 'profit', 'plunge', 'm', 'month', 'period']","['say_today', 'net_profit', 'same_period']",['Finland/GPE'],negative
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .","['upgrade', 'intend', 'raise', 'network', 'capacity', 'mhz', 'MHz', 'city', 'enable', 'bi', 'directional', 'service', 'digital', 'television', 'broadband', 'datum']","['several_city', 'directional_service', 'digital_television']",[],positive
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,"['finland', 'base', 'close', 'franchising', 'sport', 'store']",[],"['finland/GPE', 'Russia/GPE']",negative
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .","['project', 'revenue', 'slightly', 'high', 'analyst', 'estimate']",['project_revenue'],[],positive
Productional situation has now improved .,"['productional', 'situation', 'improve']",['productional_situation'],[],positive
"2010 16 July 2010 Finnish steel maker Rautaruukki Oyj HEL RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .","['finnish', 'steel', 'maker', 'rtrks', 'say', 'today', 'turn', 'net', 'profit', 'm', 'second', 'quarter', 'net', 'loss', 'm', 'corresponding', 'period', 'year']","['finnish_steel', 'finnish_steel_maker', 'say_today', 'net_profit', 'second_quarter', 'net_loss', 'corresponding_period', 'last_year']",[],positive
These companies will be able to keep their market positions .,"['company', 'able', 'market', 'position']",[],[],positive
Raisio 's malting capacity was in full use in 2008 .,"['malting', 'capacity', 'use']",['full_use'],['Raisio/PERSON'],positive
Passenger volumes rose by 8.4 % in the accounting period .,"['passenger', 'volume', 'rise', 'accounting', 'period']",[],[],positive
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,"['finnish', 'forest', 'machinery', 'manufacturer', 'issue', 'profit', 'warning']","['finnish_forest', 'finnish_forest_machinery', 'finnish_forest_machinery_manufacturer']",[],negative
Finnish handling systems company Cargotec Oyj ( HEL CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,"['finnish', 'handle', 'system', 'company', 'cgcbv', 'say', 'today', 'win', 'usd', 'm', 'contract', 'deliver', 'hatch', 'cover', 'ship', 'order', 'norwegian', 'shipowner']","['handle_system', 'handle_system_company', 'say_today', 'norwegian_shipowner']",['Grieg_Shipping/PERSON'],positive
"ADPnews Jun 30 , 2009 Finnish stainless steel maker Outokumpu Oyj HEL OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .","['finnish', 'stainless', 'steel', 'maker', 'say', 'yesterday', 'sign', 'year', 'usd', 'bn', 'revolve', 'credit', 'facility']","['stainless_steel', 'stainless_steel_maker', 'say_yesterday', 'revolve_credit', 'revolve_credit_facility']",[],positive
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .","['month', 'net', 'loss', 'narrow', 'period']","['net_loss', 'same_period']",['Talvivaara/PERSON'],positive
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,"['believe', 'strike', 'cause', 'daily', 'net', 'loss', 'excess', '2mn', 'cancel', 'reservation', 'passenger', 'routing']","['net_loss', 'cancel_reservation']",[],negative
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .","['tighten', 'competition', 'situation', 'production', 'automation', 'market', 'affect', 'net', 'sale', 'say']","['tighten_competition', 'tighten_competition_situation', 'net_sale']",[],negative
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .","['finnish', 'construction', 'company', 'say', 'win', 'mln', 'euro', 'mln', 'contract', 'construct', 'new', 'office', 'building', 'local', 'property', 'company']","['finnish_construction', 'finnish_construction_company', 'new_office', 'new_office_building', 'local_property', 'local_property_company']",[],positive
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .","['say', 'win', 'new', 'order', 'worth', 'mln', 'eur', 'quarter', 'compare', 'mln', 'year', 'early']",['new_order'],[],positive
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .","['board', 'director', 'propose', 'dividend', 'share', 'share', 'pay']",[],[],positive
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .","['main', 'business', 'area', 'global', 'market', 'leader', 'glass', 'processing', 'machine']","['main_business', 'main_business_area', 'global_market', 'global_market_leader']",[],positive
10 February 2011 Finnish media company Sanoma Oyj HEL SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"['finnish', 'medium', 'company', 'say', 'yesterday', 'net', 'profit', 'triple', 'm', 'm', 'announce', 'proposal', 'raise', 'payout']","['finnish_medium', 'finnish_medium_company', 'say_yesterday', 'net_profit', 'raise_payout']",[],positive
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .","['addition', 'employee', 'lay', 'notice', 'workforce', 'lay', 'short', 'period', 'need']","['further_notice', 'whole_workforce', 'short_period']",[],negative
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .","['food', 'sale', 'total', 'represent', 'decrease']",[],[],negative
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ' quite depressed for a long time ' . '","['president', 'unit', 'tell', 'company', 'open', 'price', 'phosphate', 'depressed', 'long', 'time']",['long_time'],['Antti_Orkola/PERSON'],negative
Finnair was able to operate most of its leisure flights despite the strike .,"['able', 'operate', 'leisure', 'flight', 'strike']",[],[],positive
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,"['group', 'sell', 'facility', 'accord', 'unconfirmed', 'information', 'reason', 'supply', 'problem', 'russian', 'custom', 'service']","['unconfirmed_information', 'russian_custom', 'russian_custom_service']",['St_Petersburg/GPE'],negative
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .","['sale', 'volume', 'food', 'industry', 'expect', 'remain', 'relatively', 'good', 'level', 'say']",['good_level'],['Finland/GPE'],positive
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","['profit', 'taxis', 'amount', 'mn']",[],[],negative
"Demand seems to have hit bottom now , and some signs of improvement can be seen .","['demand', 'hit', 'sign', 'improvement', 'see']",['hit_bottom'],[],positive
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","['advertising', 'circulation', 'revenue', 'grow', 'respectively']",[],[],positive
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .","['pct', 'extend', 'recent', 'low', 'week', 'second', 'quarter', 'report', 'dealer', 'say']","['recent_low', 'last_week']",[],negative
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"['sale', 'rise', 'pct', 'mln', 'eur', 'strong', 'volume', 'favourable', 'currency', 'effect']","['strong_volume', 'favourable_currency', 'favourable_currency_effect']",[],positive
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,"['lower', 'net', 'sale', 'estimate', 'uncertainty', 'housing', 'sale']","['net_sale', 'net_sale_estimate']",[],negative
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .","['provide', 'paper', 'make', 'technology', 'process', 'machinery', 'start', 'negotiation', 'concern', 'temporary', 'lay', 'off', 'employee', 'company', 'plant']","['provide_paper', 'make_technology', 'start_negotiation', 'temporary_lay']","['Tampere/GPE', 'Finland/GPE']",negative
Deliveries have started and the network will be ready for a launch soon .,"['delivery', 'start', 'network', 'ready', 'launch', 'soon']",[],[],positive
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .","['fair', 'value', 'change', 'investment', 'property', 'compare', 'quarter']","['fair_value', 'fair_value_change', 'third_quarter']",[],negative
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .","['time', 'sale', 'development', 'boost', 'opening']",['same_time'],"['Russia/GPE', 'St_Petersburg/GPE']",positive
Strong growth has continued also in China .,"['strong', 'growth', 'continue']",['strong_growth'],['China/GPE'],positive
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,"['operating', 'profit', 'increase']",[],[],positive
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries","['select', 'class', 'lead', 'employ', 'increase', 'time']",[],[],positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,"['expect', 'sale', 'market', 'share', 'increase', 'quarter']","['expect_sale', 'first_quarter']",[],positive
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .","['net', 'sale', 'decline']",['net_sale'],[],negative
Finnish media group Talentum has issued a profit warning .,"['finnish', 'medium', 'group', 'issue', 'profit', 'warning']","['finnish_medium', 'finnish_medium_group']",['Talentum/GPE'],negative
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,"['generate', 'consecutive', 'quarter', 'positive', 'cash', 'flow']","['consecutive_quarter', 'positive_cash', 'positive_cash_flow']",[],positive
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .","['finnish', 'technology', 'company', 'design', 'manufacture', 'market', 'composite', 'profile', 'tube', 'industrial', 'application', 'report', 'net', 'sale', 'decrease', 'second', 'quarter', 'corresponding', 'period']","['composite_profile', 'industrial_application', 'net_sale', 'second_quarter', 'corresponding_period']",[],negative
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,"['company', 'expect', 'net', 'sale', 'increase']",['net_sale'],[],positive
"Budapest , August 10 MTI Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .","['finnish', 'electronic', 'maker', 'lay', 'worker', 'plant', 'end', 'fall', 'order', 'communication', 'director', 'local', 'unit', 'tell']","['finnish_electronic', 'finnish_electronic_maker', 'fall_order', 'local_unit']","['Budapest/GPE', 'Zoltan_Krippl/PERSON']",negative
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,"['ban', 'mooring', 'company', 'car', 'shipping', 'ferry', 'test', 'travel', 'railroad', 'car', 'terminal', 'russian', 'port', 'border', 'checkpoint', 'ready']",['russian_port'],[],negative
"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .","['plan', 'expand', 'product', 'portfolio', 'harbor', 'segment', 'chief', 'executive', 'tell']",['chief_executive'],"['Pekka_Lundmark/PERSON', 'Deutschland/GPE']",positive
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .","['month', 'company', 'net', 'loss', 'narrow', 'm', 'corresponding', 'period']","['net_loss', 'corresponding_period']",[],positive
"HELSINKI AFX Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .","['expect', 'report', 'low', 'second', 'quarter', 'today', 'tax', 'charge', 'earning', 'line', 'see', 'high', 'year', 'year', 'analyst', 'say']","['second_quarter', 'other_earning', 'other_earning_line', 'high_year']",[],negative
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .","['growth', 'strong', 'operator', 'isp', 'mobile', 'operator', 'cable', 'operator', 'business']",['mobile_operator'],[],positive
The air traffic of Finland has been in stoppage since then .,"['air', 'traffic', 'stoppage']",[],['Finland/GPE'],negative
"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .","['mobile', 'phone', 'sale', 'rise', 'euro', 'enterprise', 'solution', 'sale', 'drop', 'euro']","['mobile_phone', 'mobile_phone_sale']",[],positive
"HELSINKI Thomson Financial Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .","['fall', 'sharply', 'early', 'afternoon', 'trade', 'cargo', 'handling', 'group', 'post', 'surprise', 'drop', 'profit', 'overshadow', 'large', 'number', 'new', 'order', 'receive', 'month']","['early_afternoon', 'early_afternoon_trade', 'large_number', 'new_order']",[],negative
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,"['finnish', 'sport', 'equipment', 'company', 'say', 'decide', 'lay', 'worker', 'division']","['finnish_sport', 'finnish_sport_equipment', 'finnish_sport_equipment_company']",['France/GPE'],negative
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .","['press', 'release', 'expand', 'strategic', 'partnership', 'acquire', 'total', 'ownership', 'swedish', 'retail', 'company']","['strategic_partnership', 'total_ownership', 'retail_company']",[],positive
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .","['chain', 'post', 'sale', 'euro', 'rise', 'percent', 'year', 'year']",['post_sale'],[],positive
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .","['lose', 'come', 'lead', 'blue', 'chip', 'faller']",[],[],negative
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,"['return', 'capital', 'employ', 'negative', 'compare']",[],[],negative
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .","['early', 'today', 'finnish', 'rival', 'cut', 'year', 'sale', 'growth', 'forecast', 'pct', 'pct', 'blame', 'tough', 'condition', 'currency', 'factor']",['tough_condition'],"['Geberit/PERSON', 'Germany/GPE', 'US/GPE']",negative
"The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .","['antibody', 'give', 'repeat', 'dose', 'mg', 'kg', 'generally', 'tolerate', 'pharmacokinetic', 'characteristic', 'btt-1023', 'psoriasis', 'patient', 'consistent', 'observe', 'previously', 'complete', 'study', 'arthritis', 'patient']","['repeat_dose', 'pharmacokinetic_characteristic', 'complete_study']",[],positive
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .","['new', 'office', 'locate', 'strengthen', 'year', 'old', 'presence']","['new_office', 'old_presence']","['Shenzhen/GPE', 'Vaisala/PERSON', 'China/GPE']",positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .","['partner', 'able', 'develop', 'business', 'continue', 'focus', 'provide', 'quality', 'restaurant', 'service', 'customer', 'say', 'ceo']","['provide_quality', 'provide_quality_restaurant', 'provide_quality_restaurant_service']","['Christopher_Wynne/PERSON', 'Russia/GPE']",positive
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,"['company', 'say', 'sale', 'month', 'end', 'slide', 'm', 'm', 'm', 'year']",['last_year'],[],negative
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","['year', 'passenger', 'fly', 'airline', 'percent']",['last_year'],[],negative
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,"['earning', 'share', 'drop']",[],[],negative
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,"['finnish', 'group', 'anticipate', 'sale', 'gain', 'tax', 'expense']",['finnish_group'],[],positive
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,"['operate', 'profit', 'exclude', 'non', 'recurring', 'item', 'compare']","['operate_profit', 'recurring_item']",[],negative
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .","['accord', 'company', 'satisfied', 'performance']",[],['Nils_-_Erik_Eklund/PERSON'],positive
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .","['finnish', 'electronics', 'contract', 'manufacturer', 'net', 'sale', 'quarter', 'year']","['finnish_electronics', 'finnish_electronics_contract', 'finnish_electronics_contract_manufacturer', 'net_sale', 'first_quarter']",[],negative
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .","['pre', 'tax', 'loss', 'total', 'compare', 'loss', 'quarter']","['-_tax', '-_tax_loss', 'first_quarter']",[],positive
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","['world', 'second', 'large', 'stainless', 'steel', 'maker', 'say', 'net', 'profit', 'month', 'period', 'surge', 'euro3', 'share', 'euro0', '.94', 'share', 'previous', 'year']","['stainless_steel', 'stainless_steel_maker', 'net_profit', 'previous_year']",[],positive
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,"['finnish', 'forest', 'machinery', 'manufacturer', 'net', 'sale', 'grow', 'quarter', 'corresponding', 'period']","['finnish_forest', 'finnish_forest_machinery', 'finnish_forest_machinery_manufacturer', 'net_sale', 'first_quarter', 'corresponding_period']",[],positive
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","['today', 'sign', 'agreement', 'acquire', 'share', 'capital', 'subsidiary', 'wholly', 'own']",[],[],positive
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .","['underlie', 'result', 'include', 'mln', 'skr', 'positive', 'off', 'adjusted', 'underlie', 'actually', 'amount', 'bln', 'skr', 'clearly', 'expectation', 'analyst', 'say']","['underlie_result', 'mln_skr']",[],negative
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,"['production', 'liquidate', 'employee', 'loose', 'job']",[],[],negative
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .","['sale', 'decrease', 'sale', 'drop']",[],"['Finland/GPE', 'Finland/GPE']",negative
"Cash flow after investments amounted to EUR45m , down from EUR46m .","['cash', 'flow', 'investment', 'amount', 'm', 'm']",[],[],negative
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .","['order', 'intake', 'grow', 'year', 'year', 'year', 'year', 'respectively', 'respective', 'period']",[],[],positive
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .","['net', 'loss', 'compare', 'previous', 'year']","['net_loss', 'previous_year']","[""Stora_Enso_'s/PERSON""]",negative
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .","['share', 'rise', 'pct', 'eur', 'drag', 'higher', 'rise', 'pct', 'eur', 'add', 'pct', 'eur']",[],['Stora_Enso_R/PERSON'],positive
'' We were the lowest bidders and now the final approval is awaited . '',"['low', 'bidder', 'final', 'approval', 'await']","['low_bidder', 'final_approval']",[],positive
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .","['pm', 'index', 'pct', 'low']",[],[],negative
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .","['operate', 'margin', 'slip', 'drag', 'poor', 'performance', 'enterprise', 'solution']","['operate_margin', 'poor_performance']",[],negative
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .","['insurance', 'company', 'finnish', 'motorcyclist', 'association', 'sign', 'agreement', 'aim', 'improve', 'motorcyclist', 'traffic', 'safety']","['finnish_motorcyclist', 'finnish_motorcyclist_association', 'improve_motorcyclist']","['Finland/GPE', 'Pohjola/GPE']",positive
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,"['earning', 'share', 'decrease']",[],[],negative
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,"['finnish', 'plumbing', 'heating', 'system', 'supplier', 'say', 'board', 'director', 'authorise', 'management', 'proceed', 'company', 'wide', 'cost', 'reduction', 'program']","['finnish_plumbing', 'wide_cost', 'wide_cost_reduction', 'wide_cost_reduction_program']",[],positive
"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .","['finnish', 'silicon', 'wafer', 'manufacturer', 'say', 'sign', 'agreement', 'local', 'subsidiary', 'swedish', 'commercial', 'bank', 'refinance', 'syndicate', 'bank', 'facility', 'amount', 'mln', 'euro', 'mln']","['finnish_silicon', 'finnish_silicon_wafer', 'finnish_silicon_wafer_manufacturer', 'local_subsidiary', 'commercial_bank', 'syndicate_bank', 'syndicate_bank_facility']",[],positive
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .","['report', 'loss', 'share', 'half', 'corresponding', 'period']","['first_half', 'corresponding_period']",[],negative
